Record_ID,Date,Asset,Field_Group,Watercut_Pct,Data_Type,Original_Watercut_Pct,Watercut_Adjusted,Oil_Rate_BOPD,Oil_Rate_Type
5105,2025-03-01,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,363.5,Synthetic
5117,2025-03-02,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,374.6,Synthetic
5129,2025-03-03,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,376.3,Synthetic
5141,2025-03-04,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,360.7,Synthetic
5153,2025-03-05,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,357.1,Synthetic
5165,2025-03-06,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,360.2,Synthetic
5177,2025-03-07,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,363.9,Synthetic
5189,2025-03-08,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,369.4,Synthetic
5201,2025-03-09,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,359.3,Synthetic
5213,2025-03-10,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,365.4,Synthetic
5225,2025-03-11,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,375.8,Synthetic
5237,2025-03-12,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,361.7,Synthetic
5249,2025-03-13,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,360.5,Synthetic
5261,2025-03-14,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,340.3,Synthetic
5273,2025-03-15,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,328.0,Synthetic
5285,2025-03-16,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,359.7,Synthetic
5297,2025-03-17,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,354.0,Synthetic
5309,2025-03-18,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,349.0,Synthetic
5321,2025-03-19,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,356.5,Synthetic
5333,2025-03-20,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,352.8,Synthetic
5345,2025-03-21,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,364.9,Synthetic
5357,2025-03-22,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,353.3,Synthetic
5369,2025-03-23,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,344.0,Synthetic
5381,2025-03-24,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,361.8,Synthetic
5393,2025-03-25,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,348.6,Synthetic
5405,2025-03-26,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,355.9,Synthetic
5417,2025-03-27,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,344.8,Synthetic
5429,2025-03-28,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,342.5,Synthetic
5441,2025-03-29,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,349.7,Synthetic
5453,2025-03-30,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,348.4,Synthetic
5465,2025-03-31,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,352.7,Synthetic
5477,2025-04-01,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,344.4,Synthetic
5489,2025-04-02,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,327.6,Synthetic
5501,2025-04-03,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,341.7,Synthetic
5513,2025-04-04,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,353.9,Synthetic
5525,2025-04-05,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,342.1,Synthetic
5537,2025-04-06,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,342.1,Synthetic
5549,2025-04-07,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,354.4,Synthetic
5561,2025-04-08,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,336.3,Synthetic
5573,2025-04-09,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,327.3,Synthetic
5585,2025-04-10,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,341.0,Synthetic
5597,2025-04-11,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,337.2,Synthetic
5609,2025-04-12,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,331.7,Synthetic
5621,2025-04-13,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,339.3,Synthetic
5633,2025-04-14,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,345.6,Synthetic
5645,2025-04-15,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,340.0,Synthetic
5657,2025-04-16,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,342.7,Synthetic
5669,2025-04-17,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,357.6,Synthetic
5681,2025-04-18,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,335.1,Synthetic
5693,2025-04-19,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,340.9,Synthetic
5705,2025-04-20,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,332.5,Synthetic
5717,2025-04-21,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,328.6,Synthetic
5729,2025-04-22,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,330.7,Synthetic
5741,2025-04-23,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,331.3,Synthetic
5753,2025-04-24,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,339.3,Synthetic
5765,2025-04-25,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,358.8,Synthetic
5777,2025-04-26,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,327.5,Synthetic
5789,2025-04-27,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,330.0,Synthetic
5801,2025-04-28,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,333.0,Synthetic
5813,2025-04-29,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,337.1,Synthetic
5825,2025-04-30,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,335.3,Synthetic
5837,2025-05-01,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,345.0,Synthetic
5849,2025-05-02,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,307.5,Synthetic
5861,2025-05-03,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,307.5,Synthetic
5873,2025-05-04,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,325.8,Synthetic
5885,2025-05-05,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,341.1,Synthetic
5897,2025-05-06,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,314.2,Synthetic
5909,2025-05-07,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,299.5,Synthetic
5921,2025-05-08,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,334.4,Synthetic
5933,2025-05-09,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,330.7,Synthetic
5945,2025-05-10,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,317.1,Synthetic
5957,2025-05-11,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,317.6,Synthetic
5969,2025-05-12,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,317.3,Synthetic
5981,2025-05-13,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,327.4,Synthetic
5993,2025-05-14,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,319.7,Synthetic
6005,2025-05-15,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,330.2,Synthetic
6017,2025-05-16,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,297.1,Synthetic
6029,2025-05-17,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,316.1,Synthetic
6041,2025-05-18,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,313.0,Synthetic
6053,2025-05-19,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,321.0,Synthetic
6065,2025-05-20,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,317.8,Synthetic
6077,2025-05-21,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,330.2,Synthetic
6089,2025-05-22,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,304.1,Synthetic
6101,2025-05-23,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,322.0,Synthetic
6113,2025-05-24,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,326.5,Synthetic
6125,2025-05-25,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,338.5,Synthetic
6137,2025-05-26,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,315.5,Synthetic
6149,2025-05-27,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,322.8,Synthetic
6161,2025-05-28,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,301.9,Synthetic
6173,2025-05-29,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,No,295.9,Synthetic
6185,2025-05-30,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,Yes,326.3,Synthetic
6197,2025-05-31,HUT (URAN),Heera-Uran Complex,17.1,Estimated,16.3,Yes,316.2,Synthetic
6209,2025-06-01,HUT (URAN),Heera-Uran Complex,16.5,Estimated,16.3,Yes,328.1,Synthetic
6221,2025-06-02,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,Yes,303.8,Synthetic
6233,2025-06-03,HUT (URAN),Heera-Uran Complex,16.7,Estimated,16.3,Yes,320.5,Synthetic
6245,2025-06-04,HUT (URAN),Heera-Uran Complex,16.6,Estimated,16.3,Yes,333.0,Synthetic
6257,2025-06-05,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,Yes,319.4,Synthetic
6269,2025-06-06,HUT (URAN),Heera-Uran Complex,16.5,Estimated,16.3,Yes,317.2,Synthetic
6281,2025-06-07,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,Yes,314.6,Synthetic
6293,2025-06-08,HUT (URAN),Heera-Uran Complex,16.6,Estimated,16.3,Yes,298.7,Synthetic
6305,2025-06-09,HUT (URAN),Heera-Uran Complex,16.9,Estimated,16.3,Yes,325.2,Synthetic
6317,2025-06-10,HUT (URAN),Heera-Uran Complex,17.5,Estimated,16.3,Yes,305.2,Synthetic
6329,2025-06-11,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,Yes,317.4,Synthetic
6341,2025-06-12,HUT (URAN),Heera-Uran Complex,17.8,Estimated,16.3,Yes,294.9,Synthetic
6353,2025-06-13,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,Yes,300.7,Synthetic
6365,2025-06-14,HUT (URAN),Heera-Uran Complex,16.5,Estimated,16.3,Yes,324.3,Synthetic
6377,2025-06-15,HUT (URAN),Heera-Uran Complex,16.9,Estimated,16.3,Yes,306.5,Synthetic
6389,2025-06-16,HUT (URAN),Heera-Uran Complex,16.7,Estimated,16.3,Yes,323.1,Synthetic
6401,2025-06-17,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,Yes,309.2,Synthetic
6413,2025-06-18,HUT (URAN),Heera-Uran Complex,16.5,Estimated,16.3,Yes,292.0,Synthetic
6425,2025-06-19,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,Yes,317.3,Synthetic
6437,2025-06-20,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,Yes,303.1,Synthetic
6449,2025-06-21,HUT (URAN),Heera-Uran Complex,17.1,Estimated,16.3,Yes,313.0,Synthetic
6461,2025-06-22,HUT (URAN),Heera-Uran Complex,16.8,Estimated,16.3,Yes,306.9,Synthetic
6473,2025-06-23,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,Yes,292.9,Synthetic
6485,2025-06-24,HUT (URAN),Heera-Uran Complex,17.2,Estimated,16.3,Yes,306.6,Synthetic
6497,2025-06-25,HUT (URAN),Heera-Uran Complex,16.9,Estimated,16.3,Yes,325.3,Synthetic
6509,2025-06-26,HUT (URAN),Heera-Uran Complex,17.2,Estimated,16.3,Yes,308.6,Synthetic
6521,2025-06-27,HUT (URAN),Heera-Uran Complex,17.1,Estimated,16.3,Yes,303.4,Synthetic
6533,2025-06-28,HUT (URAN),Heera-Uran Complex,16.3,Estimated,16.3,Yes,314.7,Synthetic
6545,2025-06-29,HUT (URAN),Heera-Uran Complex,16.4,Estimated,16.3,Yes,306.2,Synthetic
6557,2025-06-30,HUT (URAN),Heera-Uran Complex,17.2,Estimated,16.3,Yes,304.3,Synthetic
6569,2025-07-01,HUT (URAN),Heera-Uran Complex,17.1,Estimated,16.3,Yes,292.2,Synthetic
6581,2025-07-02,HUT (URAN),Heera-Uran Complex,16.8,Estimated,16.3,Yes,304.3,Synthetic
6593,2025-07-03,HUT (URAN),Heera-Uran Complex,16.9,Estimated,16.3,Yes,310.9,Synthetic
6605,2025-07-04,HUT (URAN),Heera-Uran Complex,17.6,Estimated,16.3,Yes,292.3,Synthetic
6617,2025-07-05,HUT (URAN),Heera-Uran Complex,16.5,Estimated,16.3,Yes,314.3,Synthetic
6629,2025-07-06,HUT (URAN),Heera-Uran Complex,17.2,Estimated,16.3,Yes,298.9,Synthetic
6641,2025-07-07,HUT (URAN),Heera-Uran Complex,16.8,Estimated,16.3,Yes,292.0,Synthetic
6653,2025-07-08,HUT (URAN),Heera-Uran Complex,16.8,Estimated,16.3,Yes,308.5,Synthetic
6665,2025-07-09,HUT (URAN),Heera-Uran Complex,17.6,Estimated,16.3,Yes,295.1,Synthetic
6677,2025-07-10,HUT (URAN),Heera-Uran Complex,17.4,Estimated,16.3,Yes,304.3,Synthetic
6689,2025-07-11,HUT (URAN),Heera-Uran Complex,17.5,Estimated,16.3,Yes,294.3,Synthetic
6701,2025-07-12,HUT (URAN),Heera-Uran Complex,17.8,Estimated,16.3,Yes,295.4,Synthetic
6713,2025-07-13,HUT (URAN),Heera-Uran Complex,17.0,Estimated,16.3,Yes,301.4,Synthetic
6725,2025-07-14,HUT (URAN),Heera-Uran Complex,17.5,Estimated,16.3,Yes,298.2,Synthetic
6737,2025-07-15,HUT (URAN),Heera-Uran Complex,16.9,Estimated,16.3,Yes,278.5,Synthetic
6749,2025-07-16,HUT (URAN),Heera-Uran Complex,17.3,Estimated,16.3,Yes,285.2,Synthetic
6761,2025-07-17,HUT (URAN),Heera-Uran Complex,17.1,Estimated,16.3,Yes,303.3,Synthetic
6773,2025-07-18,HUT (URAN),Heera-Uran Complex,17.2,Estimated,16.3,Yes,293.3,Synthetic
6785,2025-07-19,HUT (URAN),Heera-Uran Complex,17.6,Estimated,16.3,Yes,288.7,Synthetic
6797,2025-07-20,HUT (URAN),Heera-Uran Complex,16.7,Estimated,16.3,Yes,282.4,Synthetic
6809,2025-07-21,HUT (URAN),Heera-Uran Complex,18.5,Estimated,16.3,Yes,281.4,Synthetic
6821,2025-07-22,HUT (URAN),Heera-Uran Complex,16.7,Estimated,16.3,Yes,275.8,Synthetic
6833,2025-07-23,HUT (URAN),Heera-Uran Complex,16.6,Estimated,16.3,Yes,292.4,Synthetic
6845,2025-07-24,HUT (URAN),Heera-Uran Complex,18.1,Estimated,16.3,Yes,285.0,Synthetic
6857,2025-07-25,HUT (URAN),Heera-Uran Complex,17.9,Estimated,16.3,Yes,281.7,Synthetic
6869,2025-07-26,HUT (URAN),Heera-Uran Complex,17.8,Estimated,16.3,Yes,289.3,Synthetic
6881,2025-07-27,HUT (URAN),Heera-Uran Complex,17.9,Estimated,16.3,Yes,292.5,Synthetic
6893,2025-07-28,HUT (URAN),Heera-Uran Complex,17.5,Estimated,16.3,Yes,307.8,Synthetic
6905,2025-07-29,HUT (URAN),Heera-Uran Complex,17.1,Estimated,16.3,Yes,276.7,Synthetic
6917,2025-07-30,HUT (URAN),Heera-Uran Complex,17.7,Estimated,16.3,Yes,298.4,Synthetic
6929,2025-07-31,HUT (URAN),Heera-Uran Complex,17.3,Estimated,16.3,Yes,297.1,Synthetic
6941,2025-08-01,HUT (URAN),Heera-Uran Complex,18.3,Estimated,16.3,Yes,279.8,Synthetic
6953,2025-08-02,HUT (URAN),Heera-Uran Complex,17.7,Estimated,16.3,Yes,288.8,Synthetic
6965,2025-08-03,HUT (URAN),Heera-Uran Complex,17.4,Estimated,16.3,Yes,283.3,Synthetic
6977,2025-08-04,HUT (URAN),Heera-Uran Complex,17.7,Estimated,16.3,Yes,287.8,Synthetic
6989,2025-08-05,HUT (URAN),Heera-Uran Complex,18.2,Estimated,16.3,Yes,297.9,Synthetic
7001,2025-08-06,HUT (URAN),Heera-Uran Complex,17.7,Estimated,16.3,Yes,290.6,Synthetic
7013,2025-08-07,HUT (URAN),Heera-Uran Complex,17.6,Estimated,16.3,Yes,289.5,Synthetic
7025,2025-08-08,HUT (URAN),Heera-Uran Complex,18.3,Estimated,16.3,Yes,279.9,Synthetic
7037,2025-08-09,HUT (URAN),Heera-Uran Complex,18.4,Estimated,16.3,Yes,270.3,Synthetic
7049,2025-08-10,HUT (URAN),Heera-Uran Complex,18.0,Estimated,16.3,Yes,281.4,Synthetic
7061,2025-08-11,HUT (URAN),Heera-Uran Complex,18.1,Estimated,16.3,Yes,292.8,Synthetic
7073,2025-08-12,HUT (URAN),Heera-Uran Complex,18.6,Estimated,16.3,Yes,268.4,Synthetic
7085,2025-08-13,HUT (URAN),Heera-Uran Complex,17.6,Estimated,16.3,Yes,273.7,Synthetic
7097,2025-08-14,HUT (URAN),Heera-Uran Complex,17.7,Estimated,16.3,Yes,283.1,Synthetic
7109,2025-08-15,HUT (URAN),Heera-Uran Complex,18.2,Estimated,16.3,Yes,272.5,Synthetic
7121,2025-08-16,HUT (URAN),Heera-Uran Complex,18.6,Estimated,16.3,Yes,273.0,Synthetic
7133,2025-08-17,HUT (URAN),Heera-Uran Complex,19.0,Estimated,16.3,Yes,275.0,Synthetic
7145,2025-08-18,HUT (URAN),Heera-Uran Complex,19.8,Estimated,16.3,Yes,265.5,Synthetic
7157,2025-08-19,HUT (URAN),Heera-Uran Complex,19.6,Estimated,16.3,Yes,268.6,Synthetic
7169,2025-08-20,HUT (URAN),Heera-Uran Complex,19.0,Estimated,16.3,Yes,283.2,Synthetic
7181,2025-08-21,HUT (URAN),Heera-Uran Complex,19.2,Estimated,16.3,Yes,265.8,Synthetic
7193,2025-08-22,HUT (URAN),Heera-Uran Complex,18.7,Estimated,16.3,Yes,263.8,Synthetic
7205,2025-08-23,HUT (URAN),Heera-Uran Complex,19.4,Estimated,16.3,Yes,270.2,Synthetic
7217,2025-08-24,HUT (URAN),Heera-Uran Complex,19.4,Estimated,16.3,Yes,281.1,Synthetic
7229,2025-08-25,HUT (URAN),Heera-Uran Complex,19.9,Estimated,16.3,Yes,272.2,Synthetic
7241,2025-08-26,HUT (URAN),Heera-Uran Complex,19.3,Estimated,16.3,Yes,270.6,Synthetic
7253,2025-08-27,HUT (URAN),Heera-Uran Complex,20.2,Estimated,16.3,Yes,272.8,Synthetic
7265,2025-08-28,HUT (URAN),Heera-Uran Complex,21.0,Estimated,16.3,Yes,256.5,Synthetic
7277,2025-08-29,HUT (URAN),Heera-Uran Complex,20.1,Estimated,16.3,Yes,275.9,Synthetic
7289,2025-08-30,HUT (URAN),Heera-Uran Complex,20.6,Estimated,16.3,Yes,273.7,Synthetic
7301,2025-08-31,HUT (URAN),Heera-Uran Complex,20.9,Estimated,16.3,Yes,266.4,Synthetic
7313,2025-09-01,HUT (URAN),Heera-Uran Complex,20.4,Estimated,16.3,Yes,278.3,Synthetic
7325,2025-09-02,HUT (URAN),Heera-Uran Complex,20.9,Estimated,16.3,Yes,259.8,Synthetic
7337,2025-09-03,HUT (URAN),Heera-Uran Complex,20.9,Estimated,16.3,Yes,277.6,Synthetic
7349,2025-09-04,HUT (URAN),Heera-Uran Complex,21.1,Estimated,16.3,Yes,269.0,Synthetic
7361,2025-09-05,HUT (URAN),Heera-Uran Complex,20.8,Estimated,16.3,Yes,265.2,Synthetic
7373,2025-09-06,HUT (URAN),Heera-Uran Complex,21.4,Estimated,16.3,Yes,266.3,Synthetic
7385,2025-09-07,HUT (URAN),Heera-Uran Complex,21.9,Estimated,16.3,Yes,264.4,Synthetic
7397,2025-09-08,HUT (URAN),Heera-Uran Complex,22.6,Estimated,16.3,Yes,273.4,Synthetic
7409,2025-09-09,HUT (URAN),Heera-Uran Complex,22.5,Estimated,16.3,Yes,255.0,Synthetic
7421,2025-09-10,HUT (URAN),Heera-Uran Complex,23.4,Estimated,16.3,Yes,255.6,Synthetic
7433,2025-09-11,HUT (URAN),Heera-Uran Complex,21.9,Estimated,16.3,Yes,271.9,Synthetic
7445,2025-09-12,HUT (URAN),Heera-Uran Complex,23.1,Estimated,16.3,Yes,256.7,Synthetic
7457,2025-09-13,HUT (URAN),Heera-Uran Complex,22.9,Estimated,16.3,Yes,268.3,Synthetic
7469,2025-09-14,HUT (URAN),Heera-Uran Complex,24.3,Estimated,16.3,Yes,271.8,Synthetic
7481,2025-09-15,HUT (URAN),Heera-Uran Complex,22.7,Estimated,16.3,Yes,257.7,Synthetic
7493,2025-09-16,HUT (URAN),Heera-Uran Complex,22.9,Estimated,16.3,Yes,265.4,Synthetic
7505,2025-09-17,HUT (URAN),Heera-Uran Complex,23.3,Estimated,16.3,Yes,250.1,Synthetic
7517,2025-09-18,HUT (URAN),Heera-Uran Complex,22.6,Estimated,16.3,Yes,265.7,Synthetic
7529,2025-09-19,HUT (URAN),Heera-Uran Complex,23.8,Estimated,16.3,Yes,259.0,Synthetic
7541,2025-09-20,HUT (URAN),Heera-Uran Complex,23.9,Estimated,16.3,Yes,260.6,Synthetic
7553,2025-09-21,HUT (URAN),Heera-Uran Complex,24.7,Estimated,16.3,Yes,250.3,Synthetic
7565,2025-09-22,HUT (URAN),Heera-Uran Complex,25.1,Estimated,16.3,Yes,241.6,Synthetic
7577,2025-09-23,HUT (URAN),Heera-Uran Complex,26.3,Estimated,16.3,Yes,255.7,Synthetic
7589,2025-09-24,HUT (URAN),Heera-Uran Complex,26.0,Estimated,16.3,Yes,236.5,Synthetic
7601,2025-09-25,HUT (URAN),Heera-Uran Complex,25.4,Estimated,16.3,Yes,250.2,Synthetic
7613,2025-09-26,HUT (URAN),Heera-Uran Complex,25.5,Estimated,16.3,Yes,259.2,Synthetic
7625,2025-09-27,HUT (URAN),Heera-Uran Complex,26.7,Estimated,16.3,Yes,251.2,Synthetic
7637,2025-09-28,HUT (URAN),Heera-Uran Complex,25.9,Estimated,16.3,Yes,265.4,Synthetic
7649,2025-09-29,HUT (URAN),Heera-Uran Complex,28.1,Estimated,16.3,Yes,254.4,Synthetic
7661,2025-09-30,HUT (URAN),Heera-Uran Complex,28.0,Estimated,16.3,Yes,241.8,Synthetic
7673,2025-10-01,HUT (URAN),Heera-Uran Complex,27.4,Estimated,16.3,Yes,247.4,Synthetic
7685,2025-10-02,HUT (URAN),Heera-Uran Complex,27.0,Estimated,16.3,Yes,247.1,Synthetic
7697,2025-10-03,HUT (URAN),Heera-Uran Complex,29.1,Estimated,16.3,Yes,232.2,Synthetic
7709,2025-10-04,HUT (URAN),Heera-Uran Complex,28.6,Estimated,16.3,Yes,237.3,Synthetic
7721,2025-10-05,HUT (URAN),Heera-Uran Complex,29.8,Estimated,16.3,Yes,237.9,Synthetic
7733,2025-10-06,HUT (URAN),Heera-Uran Complex,28.5,Estimated,16.3,Yes,228.8,Synthetic
7745,2025-10-07,HUT (URAN),Heera-Uran Complex,29.4,Estimated,16.3,Yes,242.2,Synthetic
7757,2025-10-08,HUT (URAN),Heera-Uran Complex,30.2,Estimated,16.3,Yes,238.4,Synthetic
7769,2025-10-09,HUT (URAN),Heera-Uran Complex,30.6,Estimated,16.3,Yes,227.2,Synthetic
7781,2025-10-10,HUT (URAN),Heera-Uran Complex,30.7,Estimated,16.3,Yes,241.6,Synthetic
7793,2025-10-11,HUT (URAN),Heera-Uran Complex,31.8,Estimated,16.3,Yes,241.7,Synthetic
7805,2025-10-12,HUT (URAN),Heera-Uran Complex,31.2,Estimated,16.3,Yes,238.9,Synthetic
7817,2025-10-13,HUT (URAN),Heera-Uran Complex,32.2,Estimated,16.3,Yes,233.0,Synthetic
7829,2025-10-14,HUT (URAN),Heera-Uran Complex,32.7,Estimated,16.3,Yes,238.3,Synthetic
7841,2025-10-15,HUT (URAN),Heera-Uran Complex,33.4,Estimated,16.3,Yes,237.5,Synthetic
7853,2025-10-16,HUT (URAN),Heera-Uran Complex,34.0,Estimated,16.3,Yes,233.6,Synthetic
7865,2025-10-17,HUT (URAN),Heera-Uran Complex,33.3,Estimated,16.3,Yes,226.5,Synthetic
7877,2025-10-18,HUT (URAN),Heera-Uran Complex,33.5,Estimated,16.3,Yes,233.5,Synthetic
7889,2025-10-19,HUT (URAN),Heera-Uran Complex,35.7,Estimated,16.3,Yes,236.0,Synthetic
7901,2025-10-20,HUT (URAN),Heera-Uran Complex,35.6,Estimated,16.3,Yes,223.5,Synthetic
7913,2025-10-21,HUT (URAN),Heera-Uran Complex,35.4,Estimated,16.3,Yes,241.9,Synthetic
7925,2025-10-22,HUT (URAN),Heera-Uran Complex,37.3,Estimated,16.3,Yes,220.8,Synthetic
7937,2025-10-23,HUT (URAN),Heera-Uran Complex,36.9,Estimated,16.3,Yes,224.8,Synthetic
7949,2025-10-24,HUT (URAN),Heera-Uran Complex,38.0,Estimated,16.3,Yes,218.1,Synthetic
7961,2025-10-25,HUT (URAN),Heera-Uran Complex,37.9,Estimated,16.3,Yes,223.9,Synthetic
7973,2025-10-26,HUT (URAN),Heera-Uran Complex,39.6,Estimated,16.3,Yes,208.0,Synthetic
7985,2025-10-27,HUT (URAN),Heera-Uran Complex,39.9,Estimated,16.3,Yes,215.1,Synthetic
7997,2025-10-28,HUT (URAN),Heera-Uran Complex,39.2,Estimated,16.3,Yes,212.2,Synthetic
8009,2025-10-29,HUT (URAN),Heera-Uran Complex,40.5,Estimated,16.3,Yes,218.0,Synthetic
8021,2025-10-30,HUT (URAN),Heera-Uran Complex,40.8,Estimated,16.3,Yes,222.8,Synthetic
8033,2025-10-31,HUT (URAN),Heera-Uran Complex,41.7,Estimated,16.3,Yes,218.8,Synthetic
8045,2025-11-01,HUT (URAN),Heera-Uran Complex,40.9,Estimated,16.3,Yes,200.2,Synthetic
8057,2025-11-02,HUT (URAN),Heera-Uran Complex,42.4,Estimated,16.3,Yes,225.9,Synthetic
8069,2025-11-03,HUT (URAN),Heera-Uran Complex,43.1,Estimated,16.3,Yes,213.4,Synthetic
8081,2025-11-04,HUT (URAN),Heera-Uran Complex,42.0,Estimated,16.3,Yes,207.9,Synthetic
8093,2025-11-05,HUT (URAN),Heera-Uran Complex,42.8,Estimated,16.3,Yes,212.3,Synthetic
8105,2025-11-06,HUT (URAN),Heera-Uran Complex,42.9,Estimated,16.3,Yes,212.0,Synthetic
